index,class_name,original_comment,preprocessed_comment,categories
559,JavaStreamingTestExample.java,as you add text files to datadir the significance test wil continually update every,as you add text files to datadir the significance test wil continually update every,['usage']
560,JavaStreamingTestExample.java,batchduration seconds until the test becomes significant p value 005 or the number of,batchduration seconds until the test becomes significant p value 005 or the number of,['usage']
561,JavaStreamingTestExample.java,batches processed exceeds numbatchestimeout .,batches processed exceeds numbatchestimeout .,['usage']
571,KVStore.java,the serializer is,the serializer is,['Expand']
573,KVStore.java,app defined types.,app defined types.,['Expand']
576,KVStore.java,data is also automatically compressed to save disk space.,data is also automatically compressed to save disk space.,['Expand']
578,KVStore.java,h3 automatic key management h3,h3 automatic key management h3,['Expand']
581,KVStore.java,keys for each type written to the store.,keys for each type written to the store.,['Expand']
583,KVStore.java,with the prefix character so that it s easy to use both manual and automatic key,with the prefix character so that it s easy to use both manual and automatic key,['Expand']
584,KVStore.java,management apis without conflicts .,management apis without conflicts .,['Expand']
588,KVStore.java,"objects written to the store with @link kvindex , indices are created to sort the data","objects written to the store with @link kvindex , indices are created to sort the data","['Expand', 'Pointer']"
589,KVStore.java,by the values of those properties.,by the values of those properties.,['Expand']
590,KVStore.java,this makes it possible to provide sorting without having,this makes it possible to provide sorting without having,['Expand']
591,KVStore.java,to load all instances of those types from the store.,to load all instances of those types from the store.,['Expand']
598,LocalDiskShuffleDataIO.java,storage and index file functionality that has historically been used from spark 24 and earlier.,storage and index file functionality that has historically been used from spark 24 and earlier.,['summary']
599,MessageWithHeader.java,a wrapper message that holds two separate pieces a header and a body .,a wrapper message that holds two separate pieces a header and a body .,['summary']
600,RemoveBlocks.java,request to remove a set of blocks.,request to remove a set of blocks.,['summary']
602,StreamHandle.java,message.,message.,['summary']
603,StreamHandle.java,this is used by @link org^apache.spark^network.shuffle^oneforoneblockfetcher .,this is used by @link org.apache.spark.network.shuffle.oneforoneblockfetcher .,['Pointer']
604,TBoolColumn.java,"the set of fields this struct contains, along with convenience methods for finding and manipulating them.","the set of fields this struct contains, along with convenience methods for finding and manipulating them.",['summary']
606,UploadBlockStream.java,the actual block data is not contained here.,the actual block data is not contained here.,['Expand']
607,UploadBlockStream.java,it will be passed to the streamcallbackwithid,it will be passed to the streamcallbackwithid,['Expand']
608,UploadBlockStream.java,that is returned from rpchandler^receivestream,that is returned from rpchandler.receivestream,['Expand']
611,AbstractCPropertyTab.java,"in particular, it allows to get current project,","in particular, it allows to get current project,",['rational']
612,AbstractCPropertyTab.java,configuration etc see icpropertyprovider interface.,configuration etc see icpropertyprovider interface.,['rational']
614,AbstractCPropertyTab.java,and to handle their events see buttonpressed int,and to handle their events see buttonpressed int,['rational']
615,AbstractCPropertyTab.java,several utility methods to create widgets in the,several utility methods to create widgets in the,['rational']
616,AbstractCPropertyTab.java,"uniform manner setuplabel , setuptext etc .","uniform manner setuplabel , setuptext etc .",['rational']
617,AbstractCPropertyTab.java,means to handle control messages which are the main,means to handle control messages which are the main,['rational']
620,AddBreakpointRulerAction.java,ruler action to add breakpoint with a dialog properties.,ruler action to add breakpoint with a dialog properties.,['summary']
621,AddLineBreakpointActionDelegate.java,a delegate for the add line breakpoint action.,a delegate for the add line breakpoint action.,['summary']
626,AddMemoryBlocks.java,@since 32,@since 32,['deprecation']
628,AllTemplateEngineTests.java,the test suite will execute all the testcases added to the suite.,the test suite will execute all the testcases added to the suite.,['Expand']
636,C99BuildASTParserAction.java,@author mike kucera,@author mike kucera,['Ownership']
639,CConfigurationDescriptionCache.java,li initialization,li initialization,['usage']
642,CConfigurationDescriptionCache.java,a new cconfigurationdescriptioncache is created,a new cconfigurationdescriptioncache is created,['usage']
644,CConfigurationDescriptionCache.java,li any clients needed icconfigurationdescription get cconfigurationdescription using constructor,li any clients needed icconfigurationdescription get cconfigurationdescription using constructor,['usage']
648,CConfigurationDescriptionCache.java,"li fcfgcache is used to getspecsettings cconfigurationspecsettings, after that fcfgcache is set to null.","li fcfgcache is used to getspecsettings cconfigurationspecsettings, after that fcfgcache is set to null.",['usage']
650,CConfigurationDescriptionCache.java,li user enters project properties settings,li user enters project properties settings,['usage']
653,CConfigurationDescriptionCache.java,to the cconfigurationdescriptioncache.,to the cconfigurationdescriptioncache.,['usage']
655,CConfigurationDescriptionCache.java,li user changes settings in the settings configuration cconfigurationdescription and saves it,li user changes settings in the settings configuration cconfigurationdescription and saves it,['usage']
657,CConfigurationDescriptionCache.java,li new cconfigurationdescriptioncache is created from the cconfigurationdescription via constructor,li new cconfigurationdescriptioncache is created from the cconfigurationdescription via constructor,['usage']
658,CConfigurationDescriptionCache.java,"cconfigurationdescriptioncache icconfigurationdescription basedescription, .","cconfigurationdescriptioncache icconfigurationdescription basedescription, .",['usage']
659,CConfigurationDescriptionCache.java,where,where,['usage']
660,CConfigurationDescriptionCache.java,basedescription is saved as fbasedescription.,basedescription is saved as fbasedescription.,['usage']
661,CConfigurationDescriptionCache.java,li cconfigurationdescriptioncache^applydata .,li cconfigurationdescriptioncache.applydata .,['usage']
662,CConfigurationDescriptionCache.java,is used to persist the data.,is used to persist the data.,['usage']
666,CConfigurationDescriptionCache.java,@see icconfigurationdescription,@see icconfigurationdescription,"['usage', 'Pointer']"
667,CConfigurationDescriptionCache.java,@see cconfigurationdescription,@see cconfigurationdescription,"['usage', 'Pointer']"
668,CConfigurationDescriptionCache.java,@see cprojectdescriptionevent,@see cprojectdescriptionevent,"['usage', 'Pointer']"
669,CDebugModelPresentation.java,@see idebugmodelpresentation,@see idebugmodelpresentation,['Pointer']
670,CElementDelta.java,@see icelementdelta,@see icelementdelta,['Pointer']
675,ContainerTabModel.java,@since 12.1,@since 12.1,['deprecation']
678,CoreBuildGenericLaunchConfigProvider.java,@since 83,@since 83,['deprecation']
679,CPPASTProblem.java,c specific implementation allows actions to visit the problem.,c specific implementation allows actions to visit the problem.,['summary']
680,CPPASTReferenceOperator.java,reference operator for declarators.,reference operator for declarators.,['summary']
681,CPPDeferredFunction.java,a compiler would resolve it during instantiation.,a compiler would resolve it during instantiation.,['Expand']
682,CPPImplicitVariable.java,represents a variable implicitly created in c code.,represents a variable implicitly created in c code.,['summary']
684,CPPImplicitVariable.java,"code auto first, second decomposed code","code auto first, second decomposed code",['usage']
