index,class_name,original_comment,preprocessed_comment,categories
2398,NetModifier,inherited classes should implement the modify net method where,inherited classes should implement the modify net method where,['Expand']
2400,NetModifier,example usage,example usage,['Usage']
2401,NetModifier,modifier somenetmodifier opts,modifier somenetmodifier opts,['Usage']
2402,NetModifier,modifier net,modifier net,['Usage']
2404,OneHotCategorical,attr logits .,attr logits .,['Summary']
2405,OneHotCategorical,samples are one hot coded vectors of size probs^size 1 .,samples are one hot coded vectors of size probs.size 1 .,['Expand']
2408,OneHotCategorical,attr probs and attr logits .,attr probs and attr logits .,['Summary']
2410,OneHotCategorical,"m onehotcategorical torch^tensor 025, 025, 025, 025","m onehotcategorical torch.tensor 025, 025, 025, 025",['Usage']
2411,OneHotCategorical,"m^sample # equal probability of 0, 1, 2, 3","m.sample # equal probability of 0, 1, 2, 3",['Usage']
2414,OneHotCategorical,probs tensor event probabilities,probs tensor event probabilities,['Parameters']
2417,Poisson,"samples are nonnegative integers, with a pmf given by","samples are nonnegative integers, with a pmf given by","['Usage', 'Expand']"
2422,Poisson,m^sample,m.sample,['Usage']
2423,Poisson,tensor 3.,tensor 3.,['Usage']
2425,Poisson,"rate number, tensor the rate parameter","rate number, tensor the rate parameter",['Parameters']
2426,QuantWrapper,"a wrapper class that wraps the input module, adds quantstub and","a wrapper class that wraps the input module, adds quantstub and",['Summary']
2427,QuantWrapper,dequantstub and surround the call to module with call to quant and dequant,dequantstub and surround the call to module with call to quant and dequant,['Summary']
2428,QuantWrapper,modules.,modules.,['Summary']
2429,QuantWrapper,this is used by the quantization utility functions to add the quant and,this is used by the quantization utility functions to add the quant and,['Expand']
2431,QuantWrapper,"it observes the input tensor, after convert , quantstub","it observes the input tensor, after convert , quantstub",['Expand']
2432,QuantWrapper,will be swapped to nnq^quantize which does actual quantization.,will be swapped to nnq.quantize which does actual quantization.,['Expand']
2433,QuantWrapper,similarly,similarly,['Expand']
2434,QuantWrapper,for dequantstub .,for dequantstub .,['Expand']
2436,SGD,implements stochastic gradient descent optionally with momentum .,implements stochastic gradient descent optionally with momentum .,['Summary']
2437,SGD,nesterov momentum is based on the formula from,nesterov momentum is based on the formula from,"['DevelopmentNotes', 'Expand']"
2438,SGD,on the importance of initialization and momentum in deep learning .,on the importance of initialization and momentum in deep learning .,"['DevelopmentNotes', 'Expand']"
2442,SGD,lr float learning rate,lr float learning rate,['Parameters']
2443,SGD,"momentum float, optional momentum factor default 0","momentum float, optional momentum factor default 0",['Parameters']
2445,SGD,"dampening float, optional dampening for momentum default 0","dampening float, optional dampening for momentum default 0",['Parameters']
2448,SGD,"optimizer torch^optim.sgd model^parameters , lr 01, momentum 09","optimizer torch.optim.sgd model.parameters , lr 01, momentum 09",['Usage']
2449,SGD,optimizer^zero grad,optimizer.zero grad,['Usage']
2452,SharedCache,dictionary from multiprocessing handles to storageweakref,dictionary from multiprocessing handles to storageweakref,['Summary']
2454,StackTransform,transform functor that applies a sequence of transforms tseq,transform functor that applies a sequence of transforms tseq,['Summary']
2456,StackTransform,in a way compatible with func torch^stack .,in a way compatible with func torch.stack .,['Summary']
2459,StackTransform,"t stacktransform exptransform , identity transform , dim 1","t stacktransform exptransform , identity transform , dim 1",['Usage']
2463,Subset,dataset dataset the whole dataset,dataset dataset the whole dataset,['Parameters']
2464,Subset,indices sequence indices in the whole set selected for subset,indices sequence indices in the whole set selected for subset,['Parameters']
2465,Task,a task is composed of an execution step and zero or more outputs.,a task is composed of an execution step and zero or more outputs.,['Summary']
2466,Task,"tasks are executed in the context of a taskgroup, which, in turn, can","tasks are executed in the context of a taskgroup, which, in turn, can",['Expand']
2467,Task,be run by a session.,be run by a session.,['Expand']
2471,Task,"with node trainer , task name my task , num instances 2","with node trainer , task name my task , num instances 2",['Usage']
2472,Task,with ops^task init,with ops.task init,['Usage']
2474,Task,with ops^task instance init,with ops.task instance init,['Usage']
2476,Task,with ops^loop 100,with ops.loop 100,['Usage']
2477,Task,"ops^copy globl, local","ops.copy globl, local",['Usage']
2478,Task,with ops^task instance exit,with ops.task instance exit,['Usage']
2479,Task,"ops^add globl, local , globl","ops.add globl, local , globl",['Usage']
2480,Task,with ops^task exit,with ops.task exit,['Usage']
2481,Task,"ops^mul globl, globl , globl","ops.mul globl, globl , globl",['Usage']
2482,Task,the task above will create 2 instances that will run in parallel.,the task above will create 2 instances that will run in parallel.,['Usage']
2484,Task,to globl once.,to globl once.,['Usage']
2485,Task,"the mul will only execute once, after all the instances","the mul will only execute once, after all the instances",['Usage']
2486,Task,of the task have finished.,of the task have finished.,['Usage']
2487,TaskOutput,represents the output of a task.,represents the output of a task.,['Summary']
2491,TransformerEncoderLayer,"ashish vaswani, noam shazeer, niki parmar, jakob uszkoreit, llion jones, aidan n gomez,","ashish vaswani, noam shazeer, niki parmar, jakob uszkoreit, llion jones, aidan n gomez,",['DevelopmentNotes']
2492,TransformerEncoderLayer,"lukasz kaiser, and illia polosukhin.","lukasz kaiser, and illia polosukhin.",['DevelopmentNotes']
2497,TransformerEncoderLayer,users may modify or implement,users may modify or implement,['DevelopmentNotes']
2498,TransformerEncoderLayer,in a different way during application.,in a different way during application.,['DevelopmentNotes']
2501,TransformerEncoderLayer,nhead the number of heads in the multiheadattention models required .,nhead the number of heads in the multiheadattention models required .,['Parameters']
2506,TransformerEncoderLayer,"encoder layer nn^transformerencoderlayer d model 512, nhead 8","encoder layer nn.transformerencoderlayer d model 512, nhead 8",['Usage']
2508,TransformerEncoderLayer,out encoder layer src,out encoder layer src,['Usage']
2511,Unfold,"where math n is the batch dimension, math c is the channel dimension,","where math n is the batch dimension, math c is the channel dimension,","['Usage', 'Expand']"
2512,Unfold,and math represent arbitrary spatial dimensions.,and math represent arbitrary spatial dimensions.,"['Usage', 'Parameters']"
2532,Unfold,"of attr input math above , and math d is over all spatial","of attr input math above , and math d is over all spatial",['Expand']
2534,Unfold,"therefore, indexing attr output at the last dimension column dimension","therefore, indexing attr output at the last dimension column dimension",['Usage']
2535,Unfold,gives all values within a certain block.,gives all values within a certain block.,['Usage']
2536,Unfold,"the attr padding , attr stride and attr dilation arguments specify","the attr padding , attr stride and attr dilation arguments specify",['Parameters']
2537,Unfold,how the sliding blocks are retrieved.,how the sliding blocks are retrieved.,['Parameters']
2541,Unfold,reshaping.,reshaping.,['Parameters']
2545,Unfold,kernel size int or tuple the size of the sliding blocks,kernel size int or tuple the size of the sliding blocks,['Parameters']
2550,Unfold,"padding int or tuple, optional implicit zero padding to be added on","padding int or tuple, optional implicit zero padding to be added on",['Parameters']
2552,Unfold,default 0,default 0,['Parameters']
2554,Unfold,stride of elements within the,stride of elements within the,['Parameters']
2559,Unfold,replicated across all spatial dimensions.,replicated across all spatial dimensions.,"['Usage', 'Expand']"
2561,Unfold,called im2col .,called im2col .,['Parameters']
2563,Unfold,class torch^nn.fold calculates each combined value in the resulting,class torch.nn.fold calculates each combined value in the resulting,['DevelopmentNotes']
2564,Unfold,large tensor by summing all values from all containing blocks.,large tensor by summing all values from all containing blocks.,['DevelopmentNotes']
2567,Unfold,"so, if the blocks overlap, they are not","so, if the blocks overlap, they are not",['DevelopmentNotes']
2569,Unfold,"in general, folding and unfolding operations are related as","in general, folding and unfolding operations are related as",['DevelopmentNotes']
2570,Unfold,follows.,follows.,['DevelopmentNotes']
2571,Unfold,consider class torch^nn.fold and,consider class torch.nn.fold and,['DevelopmentNotes']
2575,Unfold,", dilation .",", dilation .",['DevelopmentNotes']
2576,Unfold,", padding .",", padding .",['DevelopmentNotes']
2577,Unfold,", stride .",", stride .",['DevelopmentNotes']
2578,Unfold,fold nn^fold output size .,fold nn.fold output size .,['DevelopmentNotes']
2579,Unfold,", fold params",", fold params",['DevelopmentNotes']
2581,Unfold,then for any supported input tensor the following,then for any supported input tensor the following,['DevelopmentNotes']
2582,Unfold,equality holds,equality holds,['DevelopmentNotes']
2583,Unfold,fold unfold input divisor input,fold unfold input divisor input,['DevelopmentNotes']
2584,Unfold,where divisor is a tensor that depends only on the shape,where divisor is a tensor that depends only on the shape,['DevelopmentNotes']
2585,Unfold,and dtype of the input,and dtype of the input,['DevelopmentNotes']
2588,Unfold,"when the divisor tensor contains no zero elements, then","when the divisor tensor contains no zero elements, then",['DevelopmentNotes']
2589,Unfold,fold and unfold operations are inverses of each,fold and unfold operations are inverses of each,['DevelopmentNotes']
2590,Unfold,other up to constant divisor .,other up to constant divisor .,['DevelopmentNotes']
2593,Unfold,"output math n, c times prod text kernel size , l as described above","output math n, c times prod text kernel size , l as described above","['Usage', 'Expand']"
2595,Unfold,"unfold nn^unfold kernel size 2, 3","unfold nn.unfold kernel size 2, 3",['Usage']
2597,Unfold,output unfold input,output unfold input,['Usage']
2599,Unfold,# 4 blocks 2x3 kernels in total in the 3x4 input,# 4 blocks 2x3 kernels in total in the 3x4 input,['Usage']
2601,Unfold,"torch^size 2, 30, 4","torch.size 2, 30, 4",['Usage']
2603,Unfold,"inp torch^randn 1, 3, 10, 12","inp torch.randn 1, 3, 10, 12",['Usage']
2607,Unfold,"out torch^nn.functional^fold out unf, 7, 8 , 1, 1","out torch.nn.functional.fold out unf, 7, 8 , 1, 1",['Usage']
2613,UseOptimizer,context class to allow setting the current context.,context class to allow setting the current context.,['Summary']
2614,UseOptimizer,example usage with brew,example usage with brew,['Usage']
2615,UseOptimizer,with useoptimizer optim,with useoptimizer optim,['Usage']
2616,UseOptimizer,brew^func,brew.func,['Usage']
2617,UseOptimizer,with useoptimizer weight weight optim,with useoptimizer weight weight optim,['Usage']
2619,UseOptimizer,"with useoptimizer default optim, bias bias optim,","with useoptimizer default optim, bias bias optim,",['Usage']
2620,UseOptimizer,weight weight optim,weight weight optim,['Usage']
2622,UseOptimizer,brew^func,brew.func,['Usage']
2624,UseOptimizer,brew^func,brew.func,['Usage']
2626,AuthBase,base class that all auth implementations derive from,base class that all auth implementations derive from,['Summary']
2628,PreparedRequest,"the fully mutable class preparedrequest preparedrequest object,","the fully mutable class preparedrequest preparedrequest object,",['Summary']
2629,PreparedRequest,containing the exact bytes that will be sent to the server.,containing the exact bytes that will be sent to the server.,['Summary']
2630,PreparedRequest,generated from either a class request request object or manually.,generated from either a class request request object or manually.,['DevelopmentNotes']
2631,PreparedRequest,usage,usage,['Usage']
2633,PreparedRequest,"req requests^request get , https httpbin^org get","req requests.request get , https httpbin.org get",['Usage']
2635,PreparedRequest,r,r,['Usage']
2636,PreparedRequest,preparedrequest get,preparedrequest get,['Usage']
2639,PreparedRequest,response 200,response 200,['Usage']
